agreement,score
0.0,-0.9207023801005736
0.0,-0.7216699882263904
0.0,-1.1855139863872752
0.0,-0.9169786736020632
0.0,-0.0729264784625521
0.0,-0.9627704685383459
0.0,-0.5168131428699649
0.0,-0.6173506068415306
0.0,-0.3477255858847382
0.0,-1.0797879624852653
0.0,-1.5579360618787363
0.0,-0.27124081829344954
0.0,-1.4425033430470284
0.0,-1.0346993547869014
0.0,-1.7647136223566742
0.0,-0.5992583543205506
0.0,-0.8473944978816865
0.0,-0.10207334823710286
0.0,-0.5785473764666352
0.0,0.12756269880005414
0.0,-0.36643425262949414
0.0,-0.22631855703371373
0.0,-0.4037335143037015
0.0,-0.3663329215258291
0.0,-0.3444279900217673
0.0,-1.1232347405604401
0.0,-0.470125645766698
0.0,-0.5039437442508012
0.0,-0.3511364897030554
0.0,-1.121880366099256
0.0,-0.06293031806100438
0.0,-0.23088306700921704
0.0,-0.47258214866805837
0.0,-0.8104288055798279
0.0,-1.2935661493836594
0.0,-0.43179940448056003
0.0,-1.4415171807661875
0.0,-1.6024511760428861
0.0,-2.252804484493052
7.0,
3.0,
1.0,-0.6428700543862351
7.0,0.17665706904106435
6.0,-0.3622456062650618
7.0,0.3009106828474075
2.0,-0.03697363003962704
2.0,
4.0,0.9208524451725348
5.0,-0.7625774194887893
7.0,-0.29644757267198263
7.0,0.799142773172899
5.0,-1.8447668790831462
7.0,0.30171028837464664
7.0,1.5365868395962898
5.0,-0.057985759966623515
7.0,0.25054491607728513
4.0,-0.3028347827192869
2.0,
7.0,0.7757057002945252
4.0,-0.013604704750412904
3.0,0.1271548165054391
7.0,
7.0,1.0157253231590437
7.0,1.1427234119655694
6.0,-0.12759552980319616
3.0,-0.3404155455921129
3.0,-0.3239193565547683
3.0,-0.3676114988817071
7.0,1.0648128392007734
7.0,0.36055956269001505
7.0,-0.6800151275928398
6.0,-0.19277898793590417
7.0,0.4252978961022967
6.0,
7.0,0.7177168003011345
7.0,0.2636770641077509
7.0,-0.41844349517938123
7.0,0.3259651935895193
7.0,-0.460860139179292
7.0,0.40562622929235814
7.0,0.04326696076025329
6.0,-0.2321895692919627
2.0,
7.0,-0.8144818965599641
5.0,0.4698820117586447
5.0,
7.0,-0.21134180612704237
7.0,0.09460698111861172
7.0,0.9267603054529495
5.0,-0.15280949449303946
1.0,
5.0,-0.7603912247637475
1.0,-0.8043641028398992
7.0,0.9168181553759
7.0,-0.22321227604056013
7.0,0.11616018306847702
2.0,0.16580993490928972
7.0,0.11306097453681559
7.0,0.7282373069476419
7.0,1.1689810069936846
6.0,-0.5144962243967457
7.0,1.1834045014852468
7.0,1.4103880116924588
5.0,0.2817172400308454
7.0,1.5014818517952038
5.0,
6.0,-0.4196718603561613
2.0,-1.750753533003061
6.0,0.4233138925977071
5.0,-0.8783149778762079
6.0,-0.291580865262279
6.0,0.951659160775646
5.0,0.21517223158809756
7.0,0.2870037805485466
2.0,
2.0,-0.3978767093837714
1.0,
4.0,
4.0,-1.2808088379831208
7.0,0.5834083441915822
7.0,0.9058595543496806
5.0,-0.9126800950711592
3.0,
1.0,-1.1824722535713683
5.0,-0.4704587981433473
7.0,0.05147844466477981
6.0,
7.0,1.4006118940627854
7.0,0.009315393019098735
5.0,0.2481210184870273
6.0,-0.05657858136684806
7.0,1.5860182526421445
6.0,0.8536441110642203
7.0,
7.0,1.1966088675036626
5.0,-0.5208362898063171
7.0,0.42033147349512706
6.0,-0.2223059747542415
3.0,-0.7669945641797615
2.0,
6.0,-0.26853738807655647
5.0,-0.2849799535347254
3.0,-0.3815653230759701
2.0,-0.3138030217452765
5.0,-0.8497697651195074
1.0,
3.0,-0.6194225815049308
3.0,-1.021566977006739
3.0,-0.7292961694622999
6.0,
7.0,-0.6911348750562218
5.0,
4.0,-0.6073018529052803
1.0,-1.7660752722249158
2.0,0.06197157280578125
2.0,-1.2075737481264255
6.0,0.31461701366117706
3.0,0.2783157957733676
2.0,0.006266882587143592
7.0,0.8845841197829487
1.0,-0.7573022898726837
7.0,
7.0,1.1966606760602354
7.0,0.5322221795466825
7.0,1.2376430440153268
7.0,0.43332611633220547
6.0,-0.25194046911391943
7.0,1.8012610555644524
7.0,
7.0,-0.049346386398073795
7.0,0.22286252830599196
7.0,0.8319829650485909
7.0,0.9893339755159181
7.0,1.027873529822402
3.0,-0.07820645196809332
3.0,-1.1574549622800983
2.0,
7.0,0.6040773927258765
1.0,
6.0,0.355404553873591
3.0,-0.9530815792101306
3.0,-0.6469372749727094
7.0,1.6482919078930298
7.0,0.07069080353969139
7.0,0.4077275583086544
7.0,1.0058003277260035
6.0,0.29373016241454974
7.0,-0.3391817376450216
5.0,0.06010883884935584
2.0,-0.5105484353608633
3.0,-0.9695859932866119
7.0,0.3952238139898792
7.0,1.1767450533641728
6.0,-0.12503441803583323
1.0,-2.2480758145302
2.0,-0.4586855085223101
1.0,
1.0,
3.0,
6.0,0.6332413597070125
6.0,0.5358555178312152
1.0,
3.0,
2.0,
3.0,-0.44579569664260765
1.0,
2.0,
5.0,-0.5670973638144572
3.0,-0.437385471592239
5.0,-0.18120483769351656
5.0,1.1207145397842058
4.0,-0.21286003807180867
2.0,-1.0626368795962176
2.0,
5.0,0.36440595552648525
1.0,
1.0,0.7397298079770358
1.0,
1.0,-0.8608966960900682
2.0,-0.977350805489422
1.0,
1.0,
1.0,-1.1514293552802
1.0,-0.26939804192733147
1.0,
1.0,
1.0,
3.0,
2.0,-0.4603655302033895
1.0,-0.10931034880369672
1.0,-1.048884905176066
1.0,
2.0,-0.20712280523270138
1.0,-1.3260669243743095
1.0,
2.0,-0.7193877696156742
1.0,
1.0,
2.0,
2.0,-1.6155003461412796
1.0,-0.31338609114177896
4.0,
1.0,
1.0,-0.9901585852399699
2.0,
2.0,-0.5417092909754039
1.0,
1.0,
1.0,-0.754713562191795
1.0,
2.0,-0.3230195495265389
1.0,
1.0,
1.0,
2.0,-0.5669048680311997
2.0,-0.46696105430055895
2.0,-0.19291762273196628
2.0,-0.231193558407463
2.0,-0.10053475281089869
2.0,
1.0,
2.0,-0.5811373065042691
2.0,-0.15567762843823033
1.0,0.022213349525544043
1.0,-0.04815823584234623
1.0,
2.0,-1.3746875507410257
1.0,
1.0,-1.2772502066415843
2.0,
2.0,-0.4408803091013659
1.0,
2.0,-0.5901833829856582
2.0,-1.055922061798274
1.0,-0.9326379534197715
1.0,
1.0,-0.7453593645631962
2.0,-1.450029445315119
1.0,
1.0,
1.0,
2.0,-0.5438970326817356
1.0,-1.0129613574977747
1.0,
1.0,-1.17523421913114
1.0,-1.7819991854014379
1.0,
1.0,-0.8350263058838782
0.0,-1.1129347553310083
0.0,-2.082117346556336
0.0,-1.5817352202788788
0.0,-1.083533801537877
0.0,-1.672407852604608
0.0,-1.8286581705673626
0.0,-1.664587211225536
0.0,-1.8482997401670527
0.0,-0.22503994253496817
0.0,-0.8448572188161797
0.0,-1.6767331586835448
0.0,-1.3647849941950156
0.0,-0.038927076834575025
0.0,-0.6965470120747057
0.0,-0.403656062617664
0.0,-1.324242750075289
0.0,-0.7363435269710351
0.0,-1.587001581114899
0.0,-1.2462112140952573
0.0,-0.6306283778879954
0.0,-1.2969838292863602
0.0,-0.964889564864509
0.0,-1.8295272753778093
0.0,-0.3120791791387411
0.0,-1.2544674991906117
0.0,-1.0804103161216132
0.0,-1.2911070235065967
0.0,-1.107130741913436
0.0,-0.6478777668430369
0.0,-0.49822020832277014
0.0,-1.5894955140709894
0.0,-0.05758342995634183
0.0,-0.8673497906920209
0.0,-0.8666441910822883
0.0,-1.129670106144142
0.0,-0.26491206805643347
7.0,1.4220803566662386
7.0,1.0261061419900463
7.0,0.7080292128878665
7.0,2.0684481971302877
7.0,1.4605604823845475
7.0,1.1322304369910323
4.0,0.02819561041602591
7.0,0.551096346868267
5.0,-0.5939567269061092
7.0,0.16607931642849894
7.0,1.1880308945415166
6.0,0.24775479747072068
7.0,1.160103555302081
4.0,-0.40721299151394924
3.0,-1.030857824985675
7.0,0.8606288464639983
5.0,-0.4832003640313485
6.0,-0.24661940104598795
7.0,0.9103444598844896
7.0,-0.1585291514803604
5.0,-0.8831001662644127
7.0,1.027969794945258
7.0,1.188645857895959
7.0,0.7836820736762451
7.0,1.234952483610602
7.0,1.8779077752485067
7.0,1.3034586737547487
6.0,1.8941873792469097
7.0,0.4653761990014492
1.0,-0.89008716086954
6.0,0.46807028223485436
7.0,1.7072636770882776
3.0,-0.5994563985589799
7.0,0.9543831880528353
6.0,0.28930234967933427
5.0,-0.2681270091685722
7.0,1.0740045884772624
7.0,0.3683384279159309
6.0,-0.7257267666891565
7.0,0.3262832437527819
7.0,1.155625772007865
7.0,0.43682141334072544
7.0,0.15441075054831252
1.0,-1.1889263054637234
1.0,0.056267691964290364
6.0,0.5653590548638576
6.0,-1.1606735640707355
6.0,-0.7878368286686108
7.0,-0.13173746116182822
3.0,-0.9510208775985083
2.0,-0.5496527412256075
5.0,0.13321136313114001
4.0,
4.0,-0.5218833587317142
5.0,0.2524259534262026
6.0,1.2151025310361379
6.0,0.18736834451894355
6.0,0.23505147724887251
2.0,-0.7820709537006666
6.0,0.34196224375277773
4.0,-0.15252274389677076
3.0,-0.08952367312482491
4.0,-0.3112283279416857
1.0,
3.0,-0.9872766050464
2.0,0.6700782007207208
1.0,-0.634220208060684
4.0,0.1096031267288339
1.0,-0.9283786237953622
4.0,-1.7906727725289664
1.0,-1.2054349699095908
4.0,-0.6142710916880256
1.0,
2.0,-0.6875852996818911
1.0,-1.4452486604627648
4.0,-0.32000078785112573
2.0,-0.13124355675166186
1.0,
2.0,-0.46595518715407713
1.0,-1.08977376500466
3.0,0.444425860255341
1.0,-2.167433326415299
2.0,-0.49686053047275713
1.0,
1.0,-0.8368884654660621
3.0,-1.5708439742053657
1.0,
2.0,-0.8751129180637227
2.0,
1.0,-1.5439187265590653
3.0,0.3012419436182219
1.0,
1.0,-1.0244397672124468
1.0,-0.6620577151687672
1.0,
2.0,-0.9327087546179262
3.0,0.14769263967138527
1.0,-0.5585829319600549
3.0,
1.0,
2.0,-0.9514251221895946
1.0,-0.9922200909755303
1.0,-0.42762800197960255
2.0,-1.0719958866517976
1.0,-1.0700517830111762
0.0,-1.4472316683853361
0.0,-1.1003607841883198
0.0,-1.1156373393031855
0.0,-1.890058432346799
0.0,-0.6584345241624989
0.0,-1.345747704588878
0.0,-0.3946936525516042
0.0,-0.5705412696450197
0.0,-1.4753991343492863
0.0,-0.6357965398745472
0.0,-1.64272583834936
0.0,-2.161759887408602
0.0,-1.7552634429631782
0.0,-0.422693690721688
0.0,-0.8822871969631575
0.0,-1.990564811184421
0.0,-1.288186177322693
0.0,-1.673676568720594
0.0,-2.310664992697686
0.0,-2.3688943640401363
0.0,-2.269462065033902
0.0,-1.1573205969992304
0.0,-1.850126862920512
0.0,-1.6198832811024348
0.0,-1.3209012704886116
0.0,-0.45108003156322174
0.0,-1.442772916024318
0.0,-1.1285255314475273
0.0,-1.1017217065158558
0.0,-0.8486104481506972
0.0,-1.6558326373299728
0.0,-0.4567105494974415
0.0,-2.5105586013094
